Date,Startup Name,SubVertical,City,Amount,is_funded,Year,Month,Industry Vertical Cleaned,InvestmentType_Cleaned,Investors_Cleaned
2020-01-09,BYJU’S,E-learning,bengaluru,200000000.0,1,2020,1,technology,Private Equity,Tiger Global Management
2020-01-13,Shuttl,App based shuttle service,gurgaon,8048394.0,1,2020,1,logistics,Series C,Susquehanna Growth Equity
2020-01-09,Mamaearth,Retailer of baby and toddler products,bengaluru,18358860.0,1,2020,1,e-commerce,Series B,Sequoia Capital India
2020-01-02,https://www.wealthbucket.in/,Online Investment,delhi,3000000.0,1,2020,1,finance,Pre-Series A,Vinod Khatumal
2020-01-02,Fashor,Embroiled Clothes For Women,mumbai,1800000.0,1,2020,1,others,Seed,Sprout Venture Partners
2020-01-13,Pando,"Open-market, freight management platform",chennai,9000000.0,1,2020,1,logistics,Series A,Chiratae Ventures
2020-01-10,Zomato,Online Food Delivery Platform,gurgaon,150000000.0,1,2020,1,others,Private Equity,Ant Financial
2019-12-12,Ecozen,Agritech,pune,6000000.0,1,2019,12,technology,Series A,Sathguru Catalyzer Advisors
2019-12-06,CarDekho,Automobile,gurgaon,70000000.0,1,2019,12,e-commerce,Series D+,Ping An Global Voyager Fund
2019-12-03,Dhruva Space,Satellite Communication,bengaluru,50000000.0,1,2019,12,others,Seed,"Mumbai Angels, Ravikanth Reddy"
2019-12-13,Rivigo,Logistics Services and Solutions,gurgaon,20000000.0,1,2019,12,technology,Series D+,"Saif Partners, Spring Canter Investment Ltd."
2019-12-17,Healthians,Food Solutions For Corporate,bengaluru,12000000.0,1,2019,12,food & beverage,Series C,"Paytm, Nptk, Sabre Partners And Neoplux"
2019-12-16,Licious,Online Meat And Seafood Ordering Startup,bengaluru,30000000.0,1,2019,12,e-commerce,Series D+,Vertex Growth Fund
2019-12-16,InCred,Non-Banking Financial Company,mumbai,5900000.0,1,2019,12,finance,Debt,Undisclosed
2019-12-14,Trell,Experience Discovery Platform,bengaluru,2000000.0,1,2019,12,others,Seed,Ruizheng Investment
2019-12-11,Rein Games,Real money based gaming startup,noida,50000000.0,1,2019,12,others,Seed,Manipal Education And Medical Group (Memg)
2019-12-20,Lenskart.com,Online Eyewear Shopping Portal,faridabad,231000000.0,1,2019,12,e-commerce,Series D+,Softbank Vision Fund
2019-11-13,Freshworks,Business and customer engagement tools,san francisco,150000000.0,1,2019,11,technology,Series D+,"Sequoia, Capitalg, Accel"
2019-11-14,Misters,Men's Health and Wellness brand,gurgaon,486000.0,1,2019,11,healthcare,Series B,"Sauce.Vc, Rainforest Ventures"
2019-11-13,Sunstone Eduversity Pvt. Ltd,Elearning,gurgaon,1500000.0,1,2019,11,education,Seed,"Prime Venture Partners, Letsventure, Ps1 Venture And Globallogic Co-Founder Rajul Garg"
2019-11-17,Burger Singh,Indian Burger Brand,gurgaon,,0,2019,11,food & beverage,Venture,Rb Investments
2019-11-18,Healthians,Healthcare services,gurgaon,12000000.0,1,2019,11,healthcare,Series B,"Dg Daiwa Ventures, Dg Incubation"
2019-11-15,Ninjacart,Agritech,bengaluru,26000000.0,1,2019,11,others,Debt,Trifecta Capital Advisors
2019-11-20,Aye Finance,Financial Services To MSMEs,gurgaon,17411265.0,1,2019,11,finance,Debt,Fintech
2019-11-12,SuperGaming,Social gaming platform,pune,1300000.0,1,2019,11,others,Seed,Dream Incubator
2019-11-20,Clumio,Recovery software,"san jose,",135000000.0,1,2019,11,technology,Series C,"Altimeter Capital, Sutter Hill Ventures"
2019-11-11,eBikeGo,Electric bike rental,amritsar,300000.0,1,2019,11,logistics,Seed,Startup Buddy
2019-11-19,Digital Mall Asia,Virtual e-commerce platform,delhi,220000000.0,1,2019,11,e-commerce,Seed,Amour Infrastructure
2019-11-18,Medikabazaar,B2B platform for medical supplies,mumbai,15800000.0,1,2019,11,healthcare,Series B,"Ackermans & Van Haaren, Healthquad, Rebright Partners, Toppan Printing"
2019-11-15,Vogo Automotive,Scooter sharing app,kormangala,283000000.0,1,2019,11,logistics,Series B,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital"
2019-11-19,Furtados School of Music,Music Education,tulangan,200000000.0,1,2019,11,education,Other,Ian Fund And Dsg Consumer Partners
2019-11-25,Paytm,Mobile Wallet,noida,1000000000.0,1,2019,11,finance,Other,Vijay Shekhar Sharma
2019-10-04,Dunzo,Delivery Service,bengaluru,45000000.0,1,2019,10,consumer services,Series D+,Lightbox
2019-10-02,Udaan,Business development,bengaluru,585000000.0,1,2019,10,others,Series D+,"Altimeter Capital, Dst Global"
2019-10-21,The Man Company,Beauty and Grooming,gurgaon,,0,2019,10,consumer services,Other,Ayushmann Khurana
2019-09-05,FPL Technologies,Financial Services,pune,4500000.0,1,2019,9,finance,Other,"Matrix Partners India, Sequoia India"
2019-09-04,Cashflo,Invoice discounting platform and SME lending marketplace,mumbai,3300000.0,1,2019,9,finance,Series A,Saif Partners
2019-09-04,Digital F5,Digital marketing firm,mumbai,6000000.0,1,2019,9,others,Private Equity,Tiw Private Equity
2019-09-04,3rdFlix,Education Technology,hyderabad,5000000.0,1,2019,9,technology,Pre-Series A,Exfinity Venture Partners
2019-09-04,75F,Building automation system,burnsville,18000000.0,1,2019,9,others,Series A,Breakthrough Energy Ventures
2019-09-04,Myelin Foundry,Deep-technology,bengaluru,1000000.0,1,2019,9,technology,Seed,Endiya Partners
2019-09-04,Atomberg Technology,"Consumer Electronics, Home Appliances",mumbai,10000000.0,1,2019,9,technology,Series A,A91 Partners
2019-09-04,GOQii,Wearable Fitness Bands,menlo park,450000000.0,1,2019,9,healthcare,Series C,Bennett Coleman And Company Ltd (Bccl)
2019-09-03,Vyapar App,Mobile-based Accounting Software,bengaluru,5000000.0,1,2019,9,others,Series A,"India Quotient, Axilor Ventures"
2019-08-01,CarDekho,Automotive,gurgaon,20000000.0,1,2019,8,e-commerce,Series C,Sc Gg India Mobility Holdings Llc
2019-08-01,Progcap,Supply Chain Management,delhi,5000000.0,1,2019,8,finance,Series A,Sequoia India
2019-08-01,MyPetrolPump,Fuel Delivery,bengaluru,1600000.0,1,2019,8,others,Seed,Undisclosed
2019-08-01,Alteria Capital,VC Funds,mumbai,140000000.0,1,2019,8,finance,Venture,"Azim Premji, Binny Bansal"
2019-08-01,Pine Labs,Last-mile retail transaction technology,noida,38080000.0,1,2019,8,technology,Other,Pine Labs Pte Ltd
2019-08-12,Meesho,Social Commerce,bengaluru,125000000.0,1,2019,8,e-commerce,Series D+,Naspers
2019-08-13,Cars24,Car Retail,gurugram,11000000.0,1,2019,8,e-commerce,Series D+,Ms Dhoni
2019-08-13,Uniphore,Conversational AI,palo alto,51000000.0,1,2019,8,technology,Series C,March Capital Partners
2019-08-23,Zendrive,Road Safety Analytics,san francisco,37000000.0,1,2019,8,others,Series B,Xl Innovate
2019-08-23,Lo! Foods,Low carb food for Diabetics,bengaluru,500000.0,1,2019,8,consumer services,Seed,"Rashmi Daga (Founder, Freshmenu), Raveen Sastry (Co-Founder, Myntra) And Mitesh Shah (Finance Chief, Bookmyshow)"
2019-08-23,Tala,Digital Lending Platform,santa monica,110000000.0,1,2019,8,finance,Series D+,Rps Ventures
2019-08-22,INDwealth,Wealth Management,gurgaon,15000000.0,1,2019,8,finance,Venture,Tiger Global Management
2019-08-21,HungerBox,B2B Foodtech,bengaluru,6590000.0,1,2019,8,food & beverage,Series C,One97 Communications Ltd.
2019-08-23,AdmitKard,University Admissions,noida,1000000.0,1,2019,8,education,Seed,Growth Dna
2019-08-19,Mishry Reviews,Product Review,gurgaon,,0,2019,8,consumer services,Series A,Vir Sanghvi
2019-08-19,Grofers,Grocery Delivery,gurgaon,70000000.0,1,2019,8,e-commerce,Series D+,Softbank Vision Fund
2019-08-27,Rapido Bike Taxi,Bike Taxi,bengaluru,3900000000.0,1,2019,8,logistics,Series B,Westbridge Capital
2019-07-02,RenewBuy,Auto Insurance,gurgaon,19000000.0,1,2019,7,finance,Series B,"Lok Capital, Iifl Wealth"
2019-07-02,Atlan,Big Data,singapore,2500000.0,1,2019,7,technology,Pre-Series A,Waterbridge Ventures
2019-07-01,WizCounsel,Consulting,delhi,145000.0,1,2019,7,others,Angel,Kapil Dev
2019-07-03,Ola Cabs,Cabs,kormangala,1000000.0,1,2019,7,logistics,Series D+,"Dig Investment Ab, Deshe Holdings, Samih Toukan And Hussam Khoury"
2019-07-01,Uniphore,Speech Recognition,taramani,38080000.0,1,2019,7,others,Series C,March Capital Partners
2019-07-04,Daalchini Technologies,Digital Vending Machine,delhi,500000.0,1,2019,7,food & beverage,Seed,Artha Venture
2019-07-10,"""BYJU\\'S""",Education,bengaluru,150000000.0,1,2019,7,education,Private Equity,Qatar Investment Authority
2019-07-11,Moglix,Industrial Tools and Equipments,singapore,60000000.0,1,2019,7,e-commerce,Series D+,"Composite Capital Management, Sequoia Capital India, Tiger Global Management"
2019-07-10,Ezyhaul,Logistics,singapore,16000000.0,1,2019,7,technology,Series B,Undisclosed
2019-07-10,Indus OS,Smartphone Operating System,andheri,5750000.0,1,2019,7,technology,Series B,Ventureast
2019-07-10,HealthAssure,Primary care medical network,mumbai,2500000.0,1,2019,7,healthcare,Series A,Blume Ventures
2019-07-09,House of Msasaba,Clothes and Apparel,mumbai,1000000.0,1,2019,7,others,Series A,Binny Bansal
2019-07-08,Board Infinity,Full-stack career platform,chembur,319605.0,1,2019,7,education,Angel,Multiple Angel Investors
2019-06-05,NoBroker,Real Estate,bengaluru,51000000.0,1,2019,6,e-commerce,Series C,General Atlantic
2019-06-04,Bira91,Brewery,delhi,10000000.0,1,2019,6,food & beverage,Debt,Anicut Capital
2019-06-03,FabHotels,Hospitality,gurgaon,4889975.54,1,2019,6,e-commerce,Other,"Goldman Sachs, Accel Partners And Qualcomm"
2019-06-03,Avail Finance,FinTech,bengaluru,9000000.0,1,2019,6,finance,Series A,Matrix Partners
2019-06-04,BharatPe,FinTech,delhi,75000000.0,1,2019,6,finance,Series B,Insight Partners
2019-06-04,Recykal,Optimization,hyderabad,26000000.0,1,2019,6,consumer services,Pre-Series A,"Triton Investment Advisors, Pidilite Industries Director Ajay Parekh"
2019-06-03,Agara Labs,Artificial Intelligence,bengaluru,2500000.0,1,2019,6,technology,Pre-Series A,Blume Ventures And Rtp Global
2019-06-06,Sistema.bio,Hybrid Reactor Biodigestor,nairobi,2739034.68,1,2019,6,others,Other,"Shell Foundation, Dila Capital, Engie Rde Fund, Ecoenterprise Fund, Edfimc (Electrifi), Endeavor Catalyst Fund, Cocapital, Triodos, Alpha Mundi, And Lendahand"
2019-06-06,Chakr Innovation,Renewable Energy,delhi,26000000.0,1,2019,6,others,Series A,Ian Fund
2019-06-06,Pratilipi,E-Books,bengaluru,15109500.0,1,2019,6,media & entertainment,Series B,Qiming Venture Partners
2019-06-10,Bolo App,Video Platform,bengaluru,430200.0,1,2019,6,media & entertainment,Seed,Nexus Venture Partners
2019-06-10,OkCredit,Financial Services,haryana,15500000.0,1,2019,6,finance,Series A,Tiger Global Management
2019-06-06,Biz2Credit,Online Lending Platform,new york,52000000.0,1,2019,6,finance,Series B,Westbridge Capital
2019-06-08,Vogo Automotive Pvt. Ltd.,Dockless Scooter Rental Company,karnataka,3584000.0,1,2019,6,logistics,Debt,Alteria Capital
2019-06-04,Leegality,Digital Documentation,mumbai/bengaluru,3400000.0,1,2019,6,consumer services,Series A,Mumbai Angels
2019-05-06,Ola Electric,Cabs,bengaluru,,0,2019,5,logistics,Series A,Tata Sons
2019-05-06,Saahas Zero Waste,Optimization,bengaluru,868600.0,1,2019,5,consumer services,Venture,C4D Partners
2019-05-05,StyleDotMe,Fashion and Shopping,delhi,,0,2019,5,e-commerce,Other,"Indian Angel Network And Other Angel Investors, Innov8 Founder Ritesh Malik, Josh Talks Founders Supriya Paul And Shobha Banga, And Former Hero Corporate President Rohit Chanana"
2019-05-01,BlackBuck,Logistics,bengaluru,150000000.0,1,2019,5,logistics,Series D+,"Goldman Sachs Investment Partners And Silicon Valley-Based Accel, Wellington, Sequoia Capital, B Capital, Lightstreet, Sands Capital And International Finance Corporation,"
2019-05-02,Zenoti,Beauty and Wellness Industry,hyderabad,50000000.0,1,2019,5,technology,Series C,Tiger Global Management
2019-05-28,Ather Energy,Electric Vehicle,bengaluru,51000000.0,1,2019,5,others,Series C,Sachin Bansal
2019-05-28,FreshVnF,Fresh Agriculture Produces,mumbai,140000000.0,1,2019,5,technology,Seed,Equanimity Ventures
2019-05-30,GlowRoad,Retail,bengaluru,11500000.0,1,2019,5,e-commerce,Series B,"Korea Investment Partners, Vertex Ventures"
2019-05-31,Bira91,Brewery,delhi,5600000.0,1,2019,5,food & beverage,Series B,Sixth Sense Ventures
2019-04-16,Kuvera,Wealth Management,bengaluru,45000000.0,1,2019,4,finance,Series A,Eight Roads
2019-04-12,Medlife,Online Medicine,bengaluru,17000000.0,1,2019,4,e-commerce,Private Equity,Prasid Uno Family Trust
2019-04-10,Kabadiwala,Waste Management,bhopal,430665.0,1,2019,4,e-commerce,Private Equity,"Unilever, Beehive Capital Advisor, Abcom Investments, Parekh Marine Transport,"
2019-04-13,Tripoto,Travel,delhi,3591375.0,1,2019,4,media & entertainment,Series B,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (Formerly Idg Ventures), 3One4 Capital, Lasmer Nv"
2019-04-12,Azah,Organic wellness,gurugram,200000.0,1,2019,4,healthcare,Seed,Unnamed Angel Investors
2019-04-11,Setu,Banking,bengaluru,3500000.0,1,2019,4,finance,Seed,Lightspeed India Partners
2019-04-10,Toppr,E-learning,mumbai,6320820.0,1,2019,4,education,Debt,Milestone
2019-04-10,Craftsvilla,Fashion and Apparel,mumbai,2443495.0,1,2019,4,e-commerce,Other,Supera Pte Ltd
2019-04-10,Unacademy,E-learning,bengaluru,307000.0,1,2019,4,education,Seed,Kalyan Krishnamurthy
2019-04-11,CleverTap,Mobile analytics and marketing,mumbai,26000000.0,1,2019,4,technology,Series B,"Sequoia India, Tiger Global Management, Accel Partners"
2019-04-19,My Healthcare,Software Solutions,bengaluru and gurugram,3000000.0,1,2019,4,e-commerce,Series A,Sixth Sense Ventures
2019-04-19,KrazyBee,Lending Platform,bengaluru,,0,2019,4,e-commerce,Debt,"Bac Acquisitions, Unifi Aif, Brd Securities, Northern R Capital"
2019-04-17,Shuttl,Bus Aggregation,gurugram,5000000.0,1,2019,4,logistics,Venture,New Atlantic Ventures
2019-04-17,Increff,Supply-chain technology solutions,bengaluru,3000000.0,1,2019,4,technology,Series A,"021 Capita, Binny Bansal"
2019-02-01,FleetX,Logistics,gurgaon,,0,2019,2,others,Series A,India Quotient And Letsventure\\Xe2\\X80\\X99S Angel Fund
2019-02-08,Zilingo,Fashion & Apparel,india/singapore,226000000.0,1,2019,2,e-commerce,Series D+,"Sequoia Capital And Temasek Holdings, Edbi, Burda Principal Investments, And Sofina"
2019-02-13,NanoClean Global,Anti-Pollution,delhi,600000.0,1,2019,2,technology,Series A,"Letsventure, Pitchright Venture, 91Springboard, Al Nour International Holdings And Mark V Investments"
2018-02-14,OyoRooms,Budget Rooms,gurgaon,100000000.0,1,2018,2,others,Equity,Didi Chuxing
2019-01-03,CarDekho,Online Marketplace,jaipur,110000000.0,1,2019,1,others,Series C,"Sequoia India, Hillhouse Capital, Alphabet\\Xe2\\X80\\X99S Growth Investment Arm Capital G And Axis Bank"
2019-01-04,Vyome Therapeutics Inc.,Specialty pharmaceutical,india/us,22000000.0,1,2019,1,healthcare,Series D+,"Iron Pillar, Perceptive Advisors, Romulus Capital And Kalaari Capital"
2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,Non-banking financial company,chennai,5000000.0,1,2019,1,finance,Debt,"Massif, A Dutch Government Fund"
2018-12-04,Manch,Hyperlocal Content,delhi,700000.0,1,2018,12,media & entertainment,Seed,Stellaris Venture Partners
2018-12-01,UrbanClap Technologies Pvt. Ltd,Home services marketplace,delhi,50000000.0,1,2018,12,technology,Series D+,Steadview Capital And Vy Capital.
2018-12-02,Guiddoo,Platform for travel agents,mumbai,800000.0,1,2018,12,technology,Pre-Series A,Individual Investors
2018-12-02,Career Anna,"Video-based certification, trainings",gurugram,572000.0,1,2018,12,education,Pre-Series A,Individual Investors
2018-12-04,Nagpur Wholesale,eCommerce,nagpur,143000.0,1,2018,12,e-commerce,Seed,Omphalos Ventures India Llp
2018-12-06,ShopKirana,eCommerce,indore,2000000.0,1,2018,12,others,Seed,"Info Edge, Aet Fund, Akatsuki And Incubate Fund From Japan And Better Capital Angellist Syndicate."
2018-12-06,BuildSupply,"Real Estate, ERP",gurugram,3500000.0,1,2018,12,technology,Series A,"Venture Highway, Gree Ventures, Space Matrix, Individual Investors"
2018-11-01,GoDesi,Regional Flavours,bengaluru,138995.0,1,2018,11,food & beverage,Seed,Lead Angels Network
2018-11-03,Veritas Finance Ltd.,MSME Finance,chennai,27799000.0,1,2018,11,others,Series D+,"Norwest Venture Partners, Cdc Group, The Uk\\Xe2\\X80\\X99S Development Finance Institution And P Surendra Pai"
2018-11-06,Meesho,Social Commerce,bengaluru,50000000.0,1,2018,11,e-commerce,Series C,"Shunwei Capital, Dst Partners And Rps Ventures"
2018-11-08,Mobile Premier League,Mobile e-Sports,bengaluru,500000.0,1,2018,11,others,Series A,Undisclosed
2018-11-08,A&R Bon Vivants,Meat Retail Chain,jaipur,1000000.0,1,2018,11,food & beverage,Equity,"Rb Investments, Singapore"
2018-11-12,Blackbuck,POS For Online Ordering,"new york, bengaluru",1000000.0,1,2018,11,food & beverage,Series A,Tiger Global
2018-11-12,MilkBAsket,Micro-delivery grocery service,delhi,1300000.0,1,2018,11,food & beverage,Series B,Mayfield Fund
2018-11-13,DriveU,On-Demand Drivers,bengaluru,1000000.0,1,2018,11,logistics,Other,Stevens Creek Ventures
2018-11-14,CleanseCar,Car Wash,bengaluru,500000.0,1,2018,11,consumer services,Seed,Venture Catalysts
2018-11-19,Automation Anywhere,Robotics,california,300000000.0,1,2018,11,others,Series B,Softbank Vision Fund
2018-11-20,HealthifyMe,Wellness Coach,bengaluru,6000000.0,1,2018,11,healthcare,Series B,"Sistema Asia Fund, Vc Samsung Next, Chiratae Ventures, Inventus Capital, Blume Ventures And Innoven Capital."
2018-11-21,Genius Corner,Personalized Learning,noida,278000.0,1,2018,11,education,Seed,Individual Investors
2018-11-22,Aavishkaar-Intellecap Group,SME Funding,mumbai,31000000.0,1,2018,11,others,Equity,Teachers Insurance And Annuity Association (Tiaa)
2018-11-22,Skillbox,Art,gurugram,,0,2018,11,others,Seed,Individual Investors
2018-11-23,Signzy,Digital Onboarding Solution,mumbai/bengaluru,3400000.0,1,2018,11,technology,Series A,"Stellaris Venture Partners And Kalaari Capital, Rajan Anandan From Google, Dilip Khandwelwal From Sap Labs India, And Amrish Rau From Payu India"
2018-11-24,Engineer.ai,AI Platform,india/us,29500000.0,1,2018,11,technology,Series A,"Lakestar And Jungle Ventures, Softbank\\Xe2\\X80\\X99S Deepcore."
2018-11-25,InCred Finance,SME Lending,india,42000000.0,1,2018,11,finance,Private Equity,"Paragon Partners, Individual Investors"
2018-11-25,Roposo,Video Sharing,delhi,1700000.0,1,2018,11,media & entertainment,Series B,Bertelsmann India Investments
2018-10-01,Northmist,Mens Wear,delhi,,0,2018,10,others,Seed,Prashant Jaiswal
2018-10-02,Origo Commodities India Pvt. Ltd,Supply Chain,hyderabad,11000000.0,1,2018,10,logistics,Seed,"Cooperative Oikocredit, Caspian And Hivos-Triodos Fund"
2018-10-04,Grover Zampa,Wine,mumbai,8200000.0,1,2018,10,food & beverage,Private Equity,Ravi Viswanathan
2018-10-05,Droom,New and Used Cars Platform,gurgaon,3000000.0,1,2018,10,others,Series D+,Zigexn
2018-10-11,Innov8,Co-Working,delhi,4000000.0,1,2018,10,real estate,Pre-Series A,Credence Family Office
2018-10-12,Blackbuck,Largest Trucking Platform,bengaluru,14680000.0,1,2018,10,logistics,Other,Sequoia Capital India
2018-10-12,LetsTransport,Book Trucks Online,bengaluru,12000000.0,1,2018,10,logistics,Series C,Fosun International
2018-09-01,Netmeds,Online Pharmacy Chain,chennai,35000000.0,1,2018,9,consumer services,Private Equity,"Sistema Asia Fund, Sistema Jsfc And Tanncam Investment"
2018-09-03,Udaan,Logistics and Shipping,bengaluru,225000000.0,1,2018,9,technology,Private Equity,Dst Global And Lightspeed Venture Partners\\Xe2\\X80\\X99 Global Fund.
2018-09-03,Daily hunt,News and ebooks Mobile App\\xc2\\xa0,bengaluru,6390000.0,1,2018,9,consumer services,Private Equity,Falcon Edge
2018-09-04,3HCare,Healthcare Service Provider,delhi,1000000.0,1,2018,9,healthcare,Seed,Undisclosed
2018-09-04,HappyGoEasy,Online Travel Agecy,gurugram,,0,2018,9,consumer services,Private Equity,"Korea Investment Partners (Kip), Samsung And China-Based Citic Capital And Others"
2018-09-05,Nykaa,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,mumbai,157200000.0,1,2018,9,consumer services,Private Equity,Lighthouse
2018-09-05,Mad Street Den,Computer Vision And Artificial Intelligence (Ai) Platform,chennai,,0,2018,9,technology,Private Equity,Kddi\\Xc2\\Xa0
2018-09-06,Dream11,Online Gaming Platform,mumbai,100000000.0,1,2018,9,consumer services,Private Equity,"Tencent, Kalaari Capital And Private Equity Firm Multiples Alternate Asset Management"
2018-09-10,MamaEarth,Online Marketplace For Mother and Babycare Products,gurugram,4000000.0,1,2018,9,healthcare,Private Equity,Stellaris Ventures & Others
2018-09-11,AutoGrid,AI-Based Energy Optimisation and Control Provider,bengaluru,32000000.0,1,2018,9,technology,Private Equity,"Clp Holdings Group, Innogy, \\Xc3\\X98Rstead, And Tenaska"
2018-09-11,Pharmeasy,Online Marketplace For Pharmaceutical Products,mumbai,5500000.0,1,2018,9,consumer services,Debt,Innoven Capital
2018-09-11,Upwards,Online Micro Lending Marketplace,mumbai,5000000.0,1,2018,9,finance,Private Equity,"Shunwei Capital,Quotient, Mayfield & Others"
2018-09-12,Kissht,Online lending Platform,mumbai,30000000.0,1,2018,9,finance,Private Equity,"Vertex Ventures Southeast Asia (Sea) And India And Sistema Asia Fund, Fosun Rz Capital, Ventureast, And Endiya Partners.\\N\\N"
2018-08-01,dishq,Personalisation Technology Firm Focusing On The Food And Beverage Industry,bengaluru,400000.0,1,2018,8,food & beverage,Seed,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth And Artesian Venture Partners"
2018-08-01,HealthFin,Patient Financing Platform,pune,,0,2018,8,finance,Seed,"Axilor, Sprout Venture Partners And Others"
2018-08-02,Samosa Labs,Social Media and Chat Entertainment Platform,hyderabad,7000000.0,1,2018,8,consumer services,Private Equity,Xiaomi And Sequoia Capital India
2018-08-03,ZiffyHomes,Online Home Rental Marketplace,gurugram,120000.0,1,2018,8,consumer services,Private Equity,Y Combinator
2018-08-07,My OmNamo,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,mumbai,1000000.0,1,2018,8,consumer services,Seed,Undisclosed
2018-08-07,ShopX,Assisted E-commerce Platform,bengaluru,35000000.0,1,2018,8,consumer services,Private Equity,Fung Strategic Holdings
2018-08-07,MakeMyTrip,Online Travel Aggregator,gurugram,10000000.0,1,2018,8,consumer services,Private Equity,Makemytrip Limited
2018-08-08,Hansel io,Real-time Mobile App Management,bengaluru,4000000.0,1,2018,8,consumer services,Seed,Vertex Ventures
2018-08-08,Metro Bikes,Online Bike Rental Marketplace,bengaluru,12200000.0,1,2018,8,consumer services,Private Equity,"Sequoia Capital India Advisors, Accel Partners And G Raghunandan"
2018-08-08,Phone Pe,UPI Payments App,bengaluru,66000000.0,1,2018,8,consumer services,Private Equity,Flipkart
2018-08-09,quizizz,e-learning Platform,bengaluru,3000000.0,1,2018,8,education,Seed,"Nexus Venture Partners, Prime Venture Partners And Others"
2018-08-09,Happy EMI,Consumer Financing Platform,bengaluru,1000000.0,1,2018,8,finance,Seed,Aj Ventures And Jain International Trade Organisation (Jito)
2018-08-13,Inthree,Rural E-commerce Platform,chennai,4000000.0,1,2018,8,consumer services,Seed,"Ventureast, Orios Venture Partners And The Ian Fund"
2018-08-13,Observe AI,AI Based Solutions Platform,bengaluru,8000000.0,1,2018,8,technology,Private Equity,"Nexus Venture Partners, Mgv, Liquid 2 Ventures, Hack Vc, Emergent Ventures And Y Combinator"
2018-08-16,Enakshi,AI Based Solutions Platform,ahemadabad,114811.0,1,2018,8,consumer services,Seed,Undisclosed
2018-08-17,EazyDiner,Online Restaurant Table Reservation Platform,gurugram,5850000.0,1,2018,8,consumer services,Private Equity,Denlow Investment Trust And Beenext
2018-08-20,Finzy,Online Loan Matchmaking Platform,bengaluru,1000000.0,1,2018,8,finance,Seed,Undisclosed
2018-08-20,RawPressery,Online Organic Juice Delivery Service,mumbai,4800000.0,1,2018,8,consumer services,Debt,Alteria Capital
2018-08-22,Pi Ventures,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,bengaluru,6000000.0,1,2018,8,technology,Private Equity,Cdc Group Plc\\Xc2\\Xa0
2018-08-22,Revv,Online Indian Car Rental Platform,gurugram,14270000.0,1,2018,8,consumer services,Private Equity,"Hyundai, Edelweiss And Beenext, Dream Incubator, Sunjay Kapoor And Telama Investment"
2018-08-26,ZestMoney,Online Lending Platform,bengaluru,13400000.0,1,2018,8,consumer services,Private Equity,"Xiaomi,Payu, Ribbit Capital And Omidyar Network"
2018-08-26,Shubh Loans,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,bengaluru,4200000.0,1,2018,8,finance,Private Equity,"Saama Capital, Sri Capital, Beenext, And Pravega Ventures"
2018-08-27,MyUpchar,Local Language Health Content App,delhi,5000000.0,1,2018,8,healthcare,Private Equity,"Nexus Venture Partners, Omidyar Network And Shunwei Capital"
2018-08-28,Narvar,Post-Purchase Customer Engagement Platform\\xc2\\xa0,bengaluru,3000000.0,1,2018,8,technology,Private Equity,Accel (Formerly Known As Accel Partners)
2018-08-30,True North,Private Equity Firm,mumbai,600000000.0,1,2018,8,finance,Private Equity,Undisclosed
2018-07-01,Leena AI,HR Virtual Agent For Employees,gurugram,,0,2018,7,technology,Seed,Y Combinator
2018-07-02,Biryani By Kilo,Online Food Delivery,gurugram,1000000.0,1,2018,7,consumer services,Seed,Ajay Relan And Vinay Mittal
2018-07-04,Anchanto,E-commerce Fulfilment Platform,pune,4000000.0,1,2018,7,technology,Private Equity,Mdi Ventures & Telkom Indonesia
,Loan Tap,Online Lending Platform For Salaried Professionals,mumbai,6250000.0,1,,,consumer services,Private Equity,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, Vc Firms India Quotient And Kae Capital"
2018-07-06,PolicyBazaar,Online Insurance Selling Platform,gurugram,27700000.0,1,2018,7,consumer services,Private Equity,Info Edge (India) Ltd And Temasek
2018-07-09,zippserv,Online Platform For Risk-Assessment Services For Real Estate Investments,bengaluru,440000.0,1,2018,7,consumer services,Seed,Info Edge (India) Ltd
2018-07-09,Groww,Online Platform That Sells Direct Plans Of Mutual Funds,bengaluru,1100000.0,1,2018,7,consumer services,Seed,"Insignia Ventures Partners, Lightbridge Partners & Kairos"
2018-07-10,Avenue Growth,Online Platform That Connects Brands With Freelance Sales Professionals,gurugram,437000.0,1,2018,7,consumer services,Seed,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik & Others"
2018-07-10,iNICU,Med-tech Platform Providing Care For Newborns,delhi,,0,2018,7,healthcare,Seed,Venture Catalysts
2018-07-10,Kinara Capital,Lending Platform For Micro and Small Enterprises,bengaluru,5000000.0,1,2018,7,finance,Private Equity,Responsability
2018-07-10,Shop 101,Mobile Storefront And Commerce Platform For Sellers,mumbai,5000000.0,1,2018,7,consumer services,Private Equity,"Stellaris Venture Partners, Vy Capital, Raghunandan G, And Ramakant Sharma"
